Frequency (MHz),Intensity,Center Freq,Cavity Position,,,,,,,,,,
11908.75,1.47E-05,,,,,,,,,,,,
11908.8,2.04E-05,,,,,,,,,,,,
11908.85,2.91E-05,,,,,,,,,,,,
11908.9,3.80E-05,,,,,,,,,,,,
11908.95,6.10E-05,,,,,,,,,,,,
11909,8.85E-05,,,,,,,,,,,,
11909.05,7.37E-05,,,,,,,,,,,,
11909.1,4.24E-05,,,,,,,,,,,,
11909.15,4.06E-05,,,,,,,,,,,,
11909.2,1.75E-05,,,,,,,,,,,,
11909.25,1.77E-05,,,,,,,,,,,,
11909.25,5.52E-05,,,,,,,,,,,,
11909.3,8.46E-05,,,,,,,,,,,,
11909.35,8.61E-05,,,,,,,,,,,,
11909.4,5.57E-05,,,,,,,,,,,,
11909.45,4.95E-05,,,,,,,,,,,,
11909.5,4.22E-05,,,,,,,,,,,,
11909.55,5.93E-06,,,,,,,,,,,,
11909.6,3.37E-05,,,,,,,,,,,,
11909.65,1.89E-05,,,,,,,,,,,,
11909.7,1.62E-05,,,,,,,,,,,,
11909.75,2.89E-05,,,,,,,,,,,,
11909.75,7.57E-05,,,,,,,,,,,,
11909.8,8.05E-05,,,,,,,,,,,,
11909.85,6.03E-05,,,,,,,,,,,,
11909.9,3.87E-05,,,,,,,,,,,,
11909.95,5.27E-05,,,,,,,,,,,,
11910,8.24E-05,,,,,,,,,,,,
11910.05,7.92E-05,,,,,,,,,,,,
11910.1,4.53E-05,,,,,,,,,,,,
11910.15,2.81E-05,,,,,,,,,,,,
11910.2,1.77E-05,,,,,,,,,,,,
11910.25,4.46E-06,,,,,,,,,,,,
11910.25,5.11E-05,,,,,,,,,,,,
11910.3,1.74E-05,,,,,,,,,,,,
11910.35,1.30E-05,,,,,,,,,,,,
11910.4,2.92E-05,,,,,,,,,,,,
11910.45,6.01E-05,,,,,,,,,,,,
11910.5,8.46E-05,,,,,,,,,,,,
11910.55,9.40E-05,,,,,,,,,,,,
11910.6,9.15E-05,,,,,,,,,,,,
11910.65,7.10E-05,,,,,,,,,,,,
11910.7,3.92E-05,,,,,,,,,,,,
11910.75,1.78E-05,,,,,,,,,,,,
11910.75,4.41E-05,,,,,,,,,,,,
11910.8,7.72E-05,,,,,,,,,,,,
11910.85,5.77E-05,,,,,,,,,,,,
11910.9,3.32E-05,,,,,,,,,,,,
11910.95,4.59E-05,,,,,,,,,,,,
11911,4.68E-05,,,,,,,,,,,,
11911.05,3.96E-05,,,,,,,,,,,,
11911.1,2.98E-05,,,,,,,,,,,,
11911.15,2.92E-05,,,,,,,,,,,,
11911.2,3.28E-05,,,,,,,,,,,,
11911.25,5.77E-05,,,,,,,,,,,,
11911.25,5.09E-05,,,,,,,,,,,,
11911.3,3.76E-05,,,,,,,,,,,,
11911.35,4.57E-05,,,,,,,,,,,,
11911.4,6.51E-05,,,,,,,,,,,,
11911.45,6.36E-05,,,,,,,,,,,,
11911.5,4.35E-05,,,,,,,,,,,,
11911.55,2.21E-05,,,,,,,,,,,,
11911.6,8.90E-06,,,,,,,,,,,,
11911.65,1.30E-05,,,,,,,,,,,,
11911.7,3.24E-05,,,,,,,,,,,,
11911.75,3.45E-05,,,,,,,,,,,,
11911.75,3.46E-05,,,,,,,,,,,,
11911.8,1.52E-05,,,,,,,,,,,,
11911.85,2.59E-05,,,,,,,,,,,,
11911.9,2.94E-05,,,,,,,,,,,,
11911.95,5.85E-05,,,,,,,,,,,,
11912,0.000102727,,,,,,,,,,,,
11912.05,0.00012,,,,,,,,,,,,
11912.1,0.000101922,,,,,,,,,,,,
11912.15,7.02E-05,,,,,,,,,,,,
11912.2,4.20E-05,,,,,,,,,,,,
11912.25,4.86E-05,,,,,,,,,,,,
11912.25,4.88E-05,,,,,,,,,,,,
11912.3,4.55E-05,,,,,,,,,,,,
11912.35,4.19E-05,,,,,,,,,,,,
11912.4,3.27E-05,,,,,,,,,,,,
11912.45,1.94E-05,,,,,,,,,,,,
11912.5,1.37E-05,,,,,,,,,,,,
11912.55,1.38E-05,,,,,,,,,,,,
11912.6,1.97E-05,,,,,,,,,,,,
11912.65,1.42E-05,,,,,,,,,,,,
11912.7,4.68E-05,,,,,,,,,,,,
11912.75,7.83E-05,,,,,,,,,,,,
11912.75,4.15E-05,,,,,,,,,,,,
11912.8,6.07E-05,,,,,,,,,,,,
11912.85,5.35E-05,,,,,,,,,,,,
11912.9,6.64E-05,,,,,,,,,,,,
11912.95,8.04E-05,,,,,,,,,,,,
11913,7.85E-05,,,,,,,,,,,,
11913.05,5.87E-05,,,,,,,,,,,,
11913.1,5.68E-05,,,,,,,,,,,,
11913.15,6.69E-05,,,,,,,,,,,,
11913.2,7.43E-05,,,,,,,,,,,,
11913.25,8.20E-05,,,,,,,,,,,,
11913.25,5.35E-05,,,,,,,,,,,,
11913.3,3.56E-05,,,,,,,,,,,,
11913.35,4.43E-05,,,,,,,,,,,,
11913.4,6.51E-05,,,,,,,,,,,,
11913.45,4.42E-05,,,,,,,,,,,,
11913.5,3.37E-05,,,,,,,,,,,,
11913.55,7.12E-05,,,,,,,,,,,,
11913.6,5.67E-05,,,,,,,,,,,,
11913.65,5.62E-05,,,,,,,,,,,,
11913.7,7.64E-05,,,,,,,,,,,,
11913.75,7.19E-05,,,,,,,,,,,,
11913.75,5.46E-06,,,,,,,,,,,,
11913.8,1.07E-05,,,,,,,,,,,,
11913.85,9.35E-06,,,,,,,,,,,,
11913.9,1.32E-05,,,,,,,,,,,,
11913.95,4.15E-05,,,,,,,,,,,,
11914,5.44E-05,,,,,,,,,,,,
11914.05,5.80E-05,,,,,,,,,,,,
11914.1,7.91E-05,,,,,,,,,,,,
11914.15,7.95E-05,,,,,,,,,,,,
11914.2,5.92E-05,,,,,,,,,,,,
11914.25,4.46E-05,,,,,,,,,,,,
11914.25,2.10E-05,,,,,,,,,,,,
11914.3,2.01E-05,,,,,,,,,,,,
11914.35,1.81E-05,,,,,,,,,,,,
11914.4,2.37E-05,,,,,,,,,,,,
11914.45,6.03E-05,,,,,,,,,,,,
11914.5,5.93E-05,,,,,,,,,,,,
11914.55,6.47E-05,,,,,,,,,,,,
11914.6,6.72E-05,,,,,,,,,,,,
11914.65,3.41E-05,,,,,,,,,,,,
11914.7,2.09E-05,,,,,,,,,,,,
11914.75,2.25E-05,,,,,,,,,,,,
11914.75,0.000131067,,,,,,,,,,,,
11914.8,8.38E-05,,,,,,,,,,,,
11914.85,2.51E-05,,,,,,,,,,,,
11914.9,3.20E-05,,,,,,,,,,,,
11914.95,4.66E-05,,,,,,,,,,,,
11915,4.23E-05,,,,,,,,,,,,
11915.05,1.58E-05,,,,,,,,,,,,
11915.1,3.48E-06,,,,,,,,,,,,
11915.15,1.50E-05,,,,,,,,,,,,
11915.2,3.65E-05,,,,,,,,,,,,
11915.25,5.33E-05,,,,,,,,,,,,
11915.25,6.62E-05,,,,,,,,,,,,
11915.3,2.42E-05,,,,,,,,,,,,
11915.35,3.21E-05,,,,,,,,,,,,
11915.4,3.27E-05,,,,,,,,,,,,
11915.45,3.44E-05,,,,,,,,,,,,
11915.5,4.99E-05,,,,,,,,,,,,
11915.55,4.06E-05,,,,,,,,,,,,
11915.6,4.44E-05,,,,,,,,,,,,
11915.65,6.84E-05,,,,,,,,,,,,
11915.7,7.19E-05,,,,,,,,,,,,
11915.75,6.07E-05,,,,,,,,,,,,
11915.75,4.56E-05,,,,,,,,,,,,
11915.8,3.45E-05,,,,,,,,,,,,
11915.85,1.42E-05,,,,,,,,,,,,
11915.9,1.70E-05,,,,,,,,,,,,
11915.95,3.28E-05,,,,,,,,,,,,
11916,2.44E-05,,,,,,,,,,,,
11916.05,1.27E-05,,,,,,,,,,,,
11916.1,1.42E-05,,,,,,,,,,,,
11916.15,3.55E-06,,,,,,,,,,,,
11916.2,1.50E-05,,,,,,,,,,,,
11916.25,2.27E-05,,,,,,,,,,,,
11916.25,8.31E-05,,,,,,,,,,,,
11916.3,9.49E-05,,,,,,,,,,,,
11916.35,7.89E-05,,,,,,,,,,,,
11916.4,3.41E-05,,,,,,,,,,,,
11916.45,5.48E-05,,,,,,,,,,,,
11916.5,9.88E-05,,,,,,,,,,,,
11916.55,8.25E-05,,,,,,,,,,,,
11916.6,4.94E-05,,,,,,,,,,,,
11916.65,5.39E-05,,,,,,,,,,,,
11916.7,2.99E-05,,,,,,,,,,,,
11916.75,1.75E-05,,,,,,,,,,,,
11916.75,4.15E-05,,,,,,,,,,,,
11916.8,5.55E-05,,,,,,,,,,,,
11916.85,4.01E-05,,,,,,,,,,,,
11916.9,3.99E-05,,,,,,,,,,,,
11916.95,6.47E-05,,,,,,,,,,,,
11917,7.15E-05,,,,,,,,,,,,
11917.05,5.96E-05,,,,,,,,,,,,
11917.1,3.56E-05,,,,,,,,,,,,
11917.15,2.36E-05,,,,,,,,,,,,
11917.2,2.96E-05,,,,,,,,,,,,
11917.25,5.85E-05,,,,,,,,,,,,
11917.25,7.38E-05,,,,,,,,,,,,
11917.3,4.58E-05,,,,,,,,,,,,
11917.35,1.79E-05,,,,,,,,,,,,
11917.4,4.64E-05,,,,,,,,,,,,
11917.45,6.52E-05,,,,,,,,,,,,
11917.5,5.75E-05,,,,,,,,,,,,
11917.55,3.56E-05,,,,,,,,,,,,
11917.6,5.56E-05,,,,,,,,,,,,
11917.65,7.60E-05,,,,,,,,,,,,
11917.7,5.83E-05,,,,,,,,,,,,
11917.75,2.29E-05,,,,,,,,,,,,
11917.75,7.28E-05,,,,,,,,,,,,
11917.8,7.88E-05,,,,,,,,,,,,
11917.85,4.22E-05,,,,,,,,,,,,
11917.9,5.00E-06,,,,,,,,,,,,
11917.95,3.02E-05,,,,,,,,,,,,
11918,3.87E-05,,,,,,,,,,,,
11918.05,2.67E-05,,,,,,,,,,,,
11918.1,2.48E-05,,,,,,,,,,,,
11918.15,1.02E-05,,,,,,,,,,,,
11918.2,2.95E-05,,,,,,,,,,,,
11918.25,2.80E-05,,,,,,,,,,,,
11918.25,5.09E-05,,,,,,,,,,,,
11918.3,4.52E-05,,,,,,,,,,,,
11918.35,5.27E-05,,,,,,,,,,,,
11918.4,7.70E-05,,,,,,,,,,,,
11918.45,8.15E-05,,,,,,,,,,,,
11918.5,8.05E-05,,,,,,,,,,,,
11918.55,8.08E-05,,,,,,,,,,,,
11918.6,6.83E-05,,,,,,,,,,,,
11918.65,4.90E-05,,,,,,,,,,,,
11918.7,5.55E-05,,,,,,,,,,,,
11918.75,5.56E-05,,,,,,,,,,,,
11918.75,5.50E-05,,,,,,,,,,,,
11918.8,2.32E-05,,,,,,,,,,,,
11918.85,2.91E-05,,,,,,,,,,,,
11918.9,5.00E-05,,,,,,,,,,,,
11918.95,4.65E-05,,,,,,,,,,,,
11919,4.17E-05,,,,,,,,,,,,
11919.05,4.84E-05,,,,,,,,,,,,
11919.1,4.41E-05,,,,,,,,,,,,
11919.15,1.28E-05,,,,,,,,,,,,
11919.2,2.13E-05,,,,,,,,,,,,
11919.25,5.92E-06,,,,,,,,,,,,
11919.25,6.22E-05,,,,,,,,,,,,
11919.3,6.64E-05,,,,,,,,,,,,
11919.35,5.53E-05,,,,,,,,,,,,
11919.4,4.14E-05,,,,,,,,,,,,
11919.45,2.33E-05,,,,,,,,,,,,
11919.5,4.97E-05,,,,,,,,,,,,
11919.55,8.12E-05,,,,,,,,,,,,
11919.6,9.66E-05,,,,,,,,,,,,
11919.65,9.52E-05,,,,,,,,,,,,
11919.7,6.40E-05,,,,,,,,,,,,
11919.75,1.85E-05,,,,,,,,,,,,
11919.75,4.64E-05,,,,,,,,,,,,
11919.8,4.60E-05,,,,,,,,,,,,
11919.85,3.47E-05,,,,,,,,,,,,
11919.9,6.07E-05,,,,,,,,,,,,
11919.95,5.82E-05,,,,,,,,,,,,
11920,2.51E-05,,,,,,,,,,,,
11920.05,2.57E-05,,,,,,,,,,,,
11920.1,2.03E-05,,,,,,,,,,,,
11920.15,3.40E-05,,,,,,,,,,,,
11920.2,2.78E-05,,,,,,,,,,,,
11920.25,1.31E-05,,,,,,,,,,,,
11920.25,2.06E-05,,,,,,,,,,,,
11920.3,4.88E-05,,,,,,,,,,,,
11920.35,5.66E-05,,,,,,,,,,,,
11920.4,4.14E-05,,,,,,,,,,,,
11920.45,4.04E-05,,,,,,,,,,,,
11920.5,0.000113428,,,,,,,,,,,,
11920.55,0.000112555,,,,,,,,,,,,
11920.6,3.84E-05,,,,,,,,,,,,
11920.65,2.94E-05,,,,,,,,,,,,
11920.7,4.08E-05,,,,,,,,,,,,
11920.75,9.19E-06,,,,,,,,,,,,
11920.75,3.89E-05,,,,,,,,,,,,
11920.8,5.57E-05,,,,,,,,,,,,
11920.85,6.43E-05,,,,,,,,,,,,
11920.9,6.15E-05,,,,,,,,,,,,
11920.95,5.74E-05,,,,,,,,,,,,
11921,8.13E-05,,,,,,,,,,,,
11921.05,8.18E-05,,,,,,,,,,,,
11921.1,3.32E-05,,,,,,,,,,,,
11921.15,2.85E-05,,,,,,,,,,,,
11921.2,5.56E-05,,,,,,,,,,,,
11921.25,6.06E-05,,,,,,,,,,,,
11921.25,7.85E-05,,,,,,,,,,,,
11921.3,6.65E-05,,,,,,,,,,,,
11921.35,3.75E-05,,,,,,,,,,,,
11921.4,4.13E-05,,,,,,,,,,,,
11921.45,5.61E-05,,,,,,,,,,,,
11921.5,6.47E-05,,,,,,,,,,,,
11921.55,8.09E-05,,,,,,,,,,,,
11921.6,0.00010357,,,,,,,,,,,,
11921.65,8.90E-05,,,,,,,,,,,,
11921.7,1.79E-05,,,,,,,,,,,,
11921.75,7.53E-05,,,,,,,,,,,,
11921.75,3.74E-05,,,,,,,,,,,,
11921.8,3.50E-05,,,,,,,,,,,,
11921.85,3.26E-05,,,,,,,,,,,,
11921.9,3.94E-05,,,,,,,,,,,,
11921.95,6.79E-05,,,,,,,,,,,,
11922,0.000101316,,,,,,,,,,,,
11922.05,8.66E-05,,,,,,,,,,,,
11922.1,5.16E-05,,,,,,,,,,,,
11922.15,3.71E-05,,,,,,,,,,,,
11922.2,1.90E-05,,,,,,,,,,,,
11922.25,1.69E-05,,,,,,,,,,,,
11922.25,1.80E-05,,,,,,,,,,,,
11922.3,3.14E-05,,,,,,,,,,,,
11922.35,1.05E-05,,,,,,,,,,,,
11922.4,5.36E-05,,,,,,,,,,,,
11922.45,9.18E-05,,,,,,,,,,,,
11922.5,9.43E-05,,,,,,,,,,,,
11922.55,8.82E-05,,,,,,,,,,,,
11922.6,0.000101944,,,,,,,,,,,,
11922.65,8.77E-05,,,,,,,,,,,,
11922.7,3.91E-05,,,,,,,,,,,,
11922.75,4.23E-05,,,,,,,,,,,,
11922.75,7.28E-05,,,,,,,,,,,,
11922.8,3.45E-05,,,,,,,,,,,,
11922.85,5.49E-05,,,,,,,,,,,,
11922.9,3.81E-05,,,,,,,,,,,,
11922.95,2.40E-05,,,,,,,,,,,,
11923,9.67E-06,,,,,,,,,,,,
11923.05,4.70E-05,,,,,,,,,,,,
11923.1,5.94E-05,,,,,,,,,,,,
11923.15,5.17E-05,,,,,,,,,,,,
11923.2,7.84E-05,,,,,,,,,,,,
11923.25,6.32E-05,,,,,,,,,,,,
11923.25,8.55E-05,,,,,,,,,,,,
11923.3,6.81E-05,,,,,,,,,,,,
11923.35,4.72E-05,,,,,,,,,,,,
11923.4,4.04E-05,,,,,,,,,,,,
11923.45,3.52E-05,,,,,,,,,,,,
11923.5,1.98E-05,,,,,,,,,,,,
11923.55,2.38E-05,,,,,,,,,,,,
11923.6,4.93E-05,,,,,,,,,,,,
11923.65,8.00E-05,,,,,,,,,,,,
11923.7,7.69E-05,,,,,,,,,,,,
11923.75,4.75E-05,,,,,,,,,,,,
11923.75,3.88E-05,,,,,,,,,,,,
11923.8,6.14E-05,,,,,,,,,,,,
11923.85,7.00E-05,,,,,,,,,,,,
11923.9,5.30E-05,,,,,,,,,,,,
11923.95,3.17E-05,,,,,,,,,,,,
11924,2.73E-05,,,,,,,,,,,,
11924.05,2.20E-05,,,,,,,,,,,,
11924.1,4.44E-05,,,,,,,,,,,,
11924.15,4.83E-05,,,,,,,,,,,,
11924.2,3.47E-05,,,,,,,,,,,,
11924.25,8.63E-05,,,,,,,,,,,,
11924.25,3.46E-05,,,,,,,,,,,,
11924.3,5.03E-05,,,,,,,,,,,,
11924.35,6.83E-05,,,,,,,,,,,,
11924.4,7.35E-05,,,,,,,,,,,,
11924.45,6.50E-05,,,,,,,,,,,,
11924.5,4.22E-05,,,,,,,,,,,,
11924.55,5.02E-05,,,,,,,,,,,,
11924.6,6.73E-05,,,,,,,,,,,,
11924.65,2.81E-05,,,,,,,,,,,,
11924.7,7.19E-05,,,,,,,,,,,,
11924.75,8.79E-05,,,,,,,,,,,,
11924.75,2.31E-05,,,,,,,,,,,,
11924.8,7.99E-05,,,,,,,,,,,,
11924.85,8.63E-05,,,,,,,,,,,,
11924.9,4.05E-05,,,,,,,,,,,,
11924.95,1.48E-05,,,,,,,,,,,,
11925,4.21E-05,,,,,,,,,,,,
11925.05,6.61E-05,,,,,,,,,,,,
11925.1,4.58E-05,,,,,,,,,,,,
11925.15,1.54E-05,,,,,,,,,,,,
11925.2,4.09E-05,,,,,,,,,,,,
11925.25,5.29E-05,,,,,,,,,,,,
11925.25,6.37E-05,,,,,,,,,,,,
11925.3,7.14E-05,,,,,,,,,,,,
11925.35,4.97E-05,,,,,,,,,,,,
11925.4,2.27E-05,,,,,,,,,,,,
11925.45,6.24E-05,,,,,,,,,,,,
11925.5,4.47E-05,,,,,,,,,,,,
11925.55,1.80E-05,,,,,,,,,,,,
11925.6,4.25E-05,,,,,,,,,,,,
11925.65,7.37E-05,,,,,,,,,,,,
11925.7,8.30E-05,,,,,,,,,,,,
11925.75,6.71E-05,,,,,,,,,,,,
11925.75,6.31E-06,,,,,,,,,,,,
11925.8,1.52E-05,,,,,,,,,,,,
11925.85,2.67E-05,,,,,,,,,,,,
11925.9,3.69E-05,,,,,,,,,,,,
11925.95,3.39E-05,,,,,,,,,,,,
11926,2.70E-05,,,,,,,,,,,,
11926.05,5.65E-06,,,,,,,,,,,,
11926.1,3.80E-05,,,,,,,,,,,,
11926.15,2.42E-05,,,,,,,,,,,,
11926.2,2.38E-05,,,,,,,,,,,,
11926.25,2.33E-05,,,,,,,,,,,,
11926.25,0.000359512,,,,,,,,,,,,
11926.3,0.0009784,,,,,,,,,,,,
11926.35,0.001298,,,,,,,,,,,,
11926.4,0.000903646,,,,,,,,,,,,
11926.45,0.000254462,,,,,,,,,,,,
11926.5,5.81E-05,,,,,,,,,,,,
11926.55,5.27E-05,,,,,,,,,,,,
11926.6,5.21E-06,,,,,,,,,,,,
11926.65,1.43E-05,,,,,,,,,,,,
11926.7,1.08E-05,,,,,,,,,,,,
11926.75,3.81E-05,,,,,,,,,,,,
11926.75,7.95E-05,,,,,,,,,,,,
11926.8,4.34E-05,,,,,,,,,,,,
11926.85,1.09E-05,,,,,,,,,,,,
11926.9,3.66E-05,,,,,,,,,,,,
11926.95,3.59E-05,,,,,,,,,,,,
11927,3.35E-05,,,,,,,,,,,,
11927.05,3.62E-05,,,,,,,,,,,,
11927.1,4.20E-05,,,,,,,,,,,,
11927.15,3.95E-05,,,,,,,,,,,,
11927.2,7.44E-05,,,,,,,,,,,,
11927.25,0.000432483,,,,,,,,,,,,
11927.25,3.10E-05,,,,,,,,,,,,
11927.3,4.95E-05,,,,,,,,,,,,
11927.35,7.38E-05,,,,,,,,,,,,
11927.4,6.59E-05,,,,,,,,,,,,
11927.45,3.26E-05,,,,,,,,,,,,
11927.5,1.52E-05,,,,,,,,,,,,
11927.55,4.72E-05,,,,,,,,,,,,
11927.6,5.46E-05,,,,,,,,,,,,
11927.65,7.17E-05,,,,,,,,,,,,
11927.7,8.49E-05,,,,,,,,,,,,
11927.75,7.93E-05,,,,,,,,,,,,
11927.75,6.79E-05,,,,,,,,,,,,
11927.8,6.94E-05,,,,,,,,,,,,
11927.85,6.12E-05,,,,,,,,,,,,
11927.9,6.06E-05,,,,,,,,,,,,
11927.95,7.06E-05,,,,,,,,,,,,
11928,7.59E-05,,,,,,,,,,,,
11928.05,9.83E-05,,,,,,,,,,,,
11928.1,9.72E-05,,,,,,,,,,,,
11928.15,6.49E-05,,,,,,,,,,,,
11928.2,1.72E-05,,,,,,,,,,,,
11928.25,2.93E-05,,,,,,,,,,,,
11928.25,1.73E-05,,,,,,,,,,,,
11928.3,3.66E-05,,,,,,,,,,,,
11928.35,5.80E-05,,,,,,,,,,,,
11928.4,7.08E-05,,,,,,,,,,,,
11928.45,6.28E-05,,,,,,,,,,,,
11928.5,3.77E-05,,,,,,,,,,,,
11928.55,5.54E-05,,,,,,,,,,,,
11928.6,8.20E-05,,,,,,,,,,,,
11928.65,4.90E-05,,,,,,,,,,,,
11928.7,6.23E-06,,,,,,,,,,,,
11928.75,1.65E-05,,,,,,,,,,,,
11928.75,2.00E-05,,,,,,,,,,,,
11928.8,3.50E-05,,,,,,,,,,,,
11928.85,4.51E-05,,,,,,,,,,,,
11928.9,3.13E-05,,,,,,,,,,,,
11928.95,4.25E-05,,,,,,,,,,,,
11929,4.87E-05,,,,,,,,,,,,
11929.05,3.25E-05,,,,,,,,,,,,
11929.1,3.85E-05,,,,,,,,,,,,
11929.15,7.34E-05,,,,,,,,,,,,
11929.2,4.31E-05,,,,,,,,,,,,
11929.25,1.71E-05,,,,,,,,,,,,
11929.25,2.51E-05,,,,,,,,,,,,
11929.3,4.40E-05,,,,,,,,,,,,
11929.35,5.97E-05,,,,,,,,,,,,
11929.4,6.03E-05,,,,,,,,,,,,
11929.45,4.70E-05,,,,,,,,,,,,
11929.5,3.06E-05,,,,,,,,,,,,
11929.55,1.93E-05,,,,,,,,,,,,
11929.6,3.26E-05,,,,,,,,,,,,
11929.65,4.62E-05,,,,,,,,,,,,
11929.7,5.77E-05,,,,,,,,,,,,
11929.75,6.62E-05,,,,,,,,,,,,
11929.75,8.90E-05,,,,,,,,,,,,
11929.8,8.76E-05,,,,,,,,,,,,
11929.85,6.12E-05,,,,,,,,,,,,
11929.9,2.11E-05,,,,,,,,,,,,
11929.95,8.94E-06,,,,,,,,,,,,
11930,3.67E-05,,,,,,,,,,,,
11930.05,8.89E-05,,,,,,,,,,,,
11930.1,7.44E-05,,,,,,,,,,,,
11930.15,5.57E-05,,,,,,,,,,,,
11930.2,8.51E-05,,,,,,,,,,,,
11930.25,6.09E-05,,,,,,,,,,,,
11930.25,2.14E-05,,,,,,,,,,,,
11930.3,6.30E-05,,,,,,,,,,,,
11930.35,7.96E-05,,,,,,,,,,,,
11930.4,4.89E-05,,,,,,,,,,,,
11930.45,1.28E-05,,,,,,,,,,,,
11930.5,1.93E-05,,,,,,,,,,,,
11930.55,3.17E-05,,,,,,,,,,,,
11930.6,5.37E-05,,,,,,,,,,,,
11930.65,7.76E-05,,,,,,,,,,,,
11930.7,7.47E-05,,,,,,,,,,,,
11930.75,4.38E-05,,,,,,,,,,,,
11930.75,1.35E-05,,,,,,,,,,,,
11930.8,3.62E-05,,,,,,,,,,,,
11930.85,6.84E-05,,,,,,,,,,,,
11930.9,2.32E-05,,,,,,,,,,,,
11930.95,6.67E-05,,,,,,,,,,,,
11931,8.07E-05,,,,,,,,,,,,
11931.05,6.25E-05,,,,,,,,,,,,
11931.1,5.90E-05,,,,,,,,,,,,
11931.15,7.51E-05,,,,,,,,,,,,
11931.2,4.38E-05,,,,,,,,,,,,
11931.25,2.48E-05,,,,,,,,,,,,
11931.25,3.65E-05,,,,,,,,,,,,
11931.3,2.12E-05,,,,,,,,,,,,
11931.35,3.75E-05,,,,,,,,,,,,
11931.4,4.06E-05,,,,,,,,,,,,
11931.45,0.000106615,,,,,,,,,,,,
11931.5,8.80E-05,,,,,,,,,,,,
11931.55,1.91E-05,,,,,,,,,,,,
11931.6,5.77E-05,,,,,,,,,,,,
11931.65,4.69E-05,,,,,,,,,,,,
11931.7,3.47E-05,,,,,,,,,,,,
11931.75,3.28E-05,,,,,,,,,,,,
11931.75,8.66E-05,,,,,,,,,,,,
11931.8,5.99E-05,,,,,,,,,,,,
11931.85,1.25E-05,,,,,,,,,,,,
11931.9,5.46E-05,,,,,,,,,,,,
11931.95,8.01E-05,,,,,,,,,,,,
11932,8.83E-05,,,,,,,,,,,,
11932.05,9.19E-05,,,,,,,,,,,,
11932.1,9.48E-05,,,,,,,,,,,,
11932.15,8.59E-05,,,,,,,,,,,,
11932.2,5.87E-05,,,,,,,,,,,,
11932.25,7.44E-05,,,,,,,,,,,,
11932.25,2.99E-05,,,,,,,,,,,,
11932.3,4.55E-05,,,,,,,,,,,,
11932.35,5.09E-05,,,,,,,,,,,,
11932.4,5.10E-05,,,,,,,,,,,,
11932.45,2.43E-05,,,,,,,,,,,,
11932.5,4.86E-05,,,,,,,,,,,,
11932.55,7.42E-05,,,,,,,,,,,,
11932.6,6.00E-05,,,,,,,,,,,,
11932.65,6.71E-05,,,,,,,,,,,,
11932.7,7.71E-05,,,,,,,,,,,,
11932.75,6.42E-05,,,,,,,,,,,,
11932.75,2.44E-05,,,,,,,,,,,,
11932.8,4.50E-05,,,,,,,,,,,,
11932.85,7.59E-05,,,,,,,,,,,,
11932.9,6.75E-05,,,,,,,,,,,,
11932.95,4.19E-05,,,,,,,,,,,,
11933,2.91E-05,,,,,,,,,,,,
11933.05,3.62E-05,,,,,,,,,,,,
11933.1,5.25E-05,,,,,,,,,,,,
11933.15,6.02E-05,,,,,,,,,,,,
11933.2,2.49E-05,,,,,,,,,,,,
11933.25,2.41E-05,,,,,,,,,,,,
11933.25,4.14E-06,,,,,,,,,,,,
11933.3,2.70E-05,,,,,,,,,,,,
11933.35,2.52E-05,,,,,,,,,,,,
11933.4,1.80E-05,,,,,,,,,,,,
11933.45,2.53E-05,,,,,,,,,,,,
11933.5,6.58E-06,,,,,,,,,,,,
11933.55,2.88E-05,,,,,,,,,,,,
11933.6,2.75E-05,,,,,,,,,,,,
11933.65,2.35E-05,,,,,,,,,,,,
11933.7,7.07E-05,,,,,,,,,,,,
11933.75,0.000104932,,,,,,,,,,,,
11933.75,1.10E-05,,,,,,,,,,,,
11933.8,4.82E-05,,,,,,,,,,,,
11933.85,4.16E-05,,,,,,,,,,,,
11933.9,5.65E-05,,,,,,,,,,,,
11933.95,8.68E-05,,,,,,,,,,,,
11934,6.90E-05,,,,,,,,,,,,
11934.05,5.14E-05,,,,,,,,,,,,
11934.1,3.16E-05,,,,,,,,,,,,
11934.15,3.10E-05,,,,,,,,,,,,
11934.2,7.03E-05,,,,,,,,,,,,
11934.25,8.86E-05,,,,,,,,,,,,
11934.25,1.43E-05,,,,,,,,,,,,
11934.3,1.44E-05,,,,,,,,,,,,
11934.35,3.45E-05,,,,,,,,,,,,
11934.4,3.16E-05,,,,,,,,,,,,
11934.45,2.36E-05,,,,,,,,,,,,
11934.5,6.12E-05,,,,,,,,,,,,
11934.55,6.17E-05,,,,,,,,,,,,
11934.6,6.71E-05,,,,,,,,,,,,
11934.65,0.000114382,,,,,,,,,,,,
11934.7,0.000125231,,,,,,,,,,,,
11934.75,0.000101813,,,,,,,,,,,,
11934.75,3.23E-05,,,,,,,,,,,,
11934.8,2.41E-05,,,,,,,,,,,,
11934.85,8.97E-05,,,,,,,,,,,,
11934.9,0.000110335,,,,,,,,,,,,
11934.95,7.69E-05,,,,,,,,,,,,
11935,3.05E-05,,,,,,,,,,,,
11935.05,2.04E-05,,,,,,,,,,,,
11935.1,3.28E-05,,,,,,,,,,,,
11935.15,1.80E-05,,,,,,,,,,,,
11935.2,3.05E-05,,,,,,,,,,,,
11935.25,4.53E-05,,,,,,,,,,,,
11935.25,6.05E-05,,,,,,,,,,,,
11935.3,4.42E-05,,,,,,,,,,,,
